,dia_no,new_dia_no,old_goal,new_goal,dia
514,521,514,"You are looking for a place to stay. The hotel should include free wifi and should be in the cheap price range. The hotel should have a star of 2. If there is no such hotel, how about one that is in the moderate price range. Once you find the hotel you want to book it for 2 people and 3 nights starting from wednesday. Make sure you get the reference number","You are looking for a place to stay. The hotel should include free wifi and should be in the cheap price range. The hotel should have a star of 2. If there is no such hotel, how about one that is in the moderate price range. Once you find the hotel you want to book it for 2 people and 3 nights starting from wednesday. Make sure you get the reference number","user: I'm looking for a cheap place to stay with free wifi.
system: We have 10 possibilities for you. Do you have any additional preferences?
user: Yes, I am looking for a hotel with a 2 star rating. 
system: I don't have anything with two stars, free wifi, and in the cheap range. Would you like to try a different number of stars?
user: Let's try something in the moderate price range with two stars and free wifi please.
system: I have two options in the moderate price range. The Ashley House and Lovell Lodge. Would you like to try one of these?
user: Lets try the Ashley House please.
system: When will your stay be?
user: We'll arrive on Wednesday and stay 3 nights. There will be 2 of us.
system: I've made your reservation, and the reference number is 5NA21JWO. What else can I help you with? 
user: That is all I need for now. Thank you for finding the hotel.
system: You're very welcome. Thanks for contacting the Cambridge TownInfo Centre. I hope you have a great day!"
515,522,515,You are looking for a particular hotel. Its name is called arbury lodge guesthouse. Once you find the hotel you want to book it for 8 people and 5 nights starting from monday. Make sure you get the reference number,You are looking for a particular hotel. Its name is called arbury lodge guesthouse. Once you find the hotel you want to book it for 8 people and 5 nights starting from monday. Make sure you get the reference number,"user: I'm looking for a hotel called the Arbury Lodge Guesthouse. Do you have a listing for this?
system: I am sorry, but this hotel is not in my records. There is another hotel that is very nice it calls Super 5.
user: Are you sure, but if not, book the Super 5 for 8 people for 5 nights starting Monday.  I will need the reference number.
system: Sorry about that - the Arbury Lodge guesthouse is, in fact, in my database. Your room is reserved, reference #N3CVYHHJ. Can I help with anything else today?
user: That's great! Thanks, I think that's all I need today.
system: I'm glad we could help. Thank you for using the Cambridge TownInfo centre."
516,523,516,You are looking for a particular hotel. Its name is called limehouse. Make sure you get area and price range,You are looking for a particular hotel. Its name is called limehouse. Make sure you get area and price range,"user: Hi, I'd like to find out about the Limehouse hotel. 
system: Yes, the Limehouse is a moderately priced guesthouse on the north side. What other information can I get for you? 
user: Actually, you answered all of my questions. Thanks so much. Goodbye. 
system: I'm glad I could help."
517,524,517,"You are looking for a place to stay. The hotel should include free wifi and should be in the expensive price range. The hotel should be in the type of guesthouse. If there is no such hotel, how about one that is in the moderate price range. Make sure you get area","You are looking for a place to stay. The hotel should include free wifi and should be in the expensive price range. The hotel should be in the type of guesthouse. If there is no such hotel, how about one that is in the moderate price range. Make sure you get area","user: I'm looking for an expensive hotel to stay in. 
system: I found 5 places, university arms hotel has good ratings
user: Is that a hotel or guesthouse? I prefer an expensive guesthouse if possible. 
system: I couldn't find any expensive guest houses. Perhaps a different price range or another style of hotel? 
user: Can you try searching for moderate priced hotels?
system: I have both moderate guesthouses and hotels across the city. Do you have an area preference?
user: I prefer the east and would like free wifi
system: I have 3 guesthouse matching your description. One has no parking. I can book you at the carolina bed and breakfast if you would like.
user: That could be really nice, thank you.
system: OK, to book a room I need to know your arrival day, the number of nights you're staying, and how many people are in your party.
user: Please, book the hotel for 5 days for 4 people starting on Friday.
system: Sure, can I just make sure you want a moderate guesthouse, East part of town, free internet, for 5 days starting on Friday?
user: On second thought, I don't want to book it today.  Can you just confirm that it is in the East part of town?  That is all I will need.
system: Yes. I have 3 guesthouses on the east part of town. A&B has no parking. Carolina B&B and Warkworth do provide free parking. 
user: That is all the information I need.  Thanks so much.  I'll book it myself later.  Bye.
system: Sounds good. Please let me know if you need anything else. Goodbye."
518,525,518,You are looking for a place to stay. The hotel should include free wifi and should have a star of 4. The hotel should be in the east and should be in the moderate price range. Once you find the hotel you want to book it for 5 people and 5 nights starting from wednesday. If the booking fails how about 1 nights. Make sure you get the reference number,You are looking for a place to stay. The hotel should include free wifi and should have a star of 4. The hotel should be in the east and should be in the moderate price range. Once you find the hotel you want to book it for 5 people and 5 nights starting from wednesday. If the booking fails how about 1 nights. Make sure you get the reference number,"user: I'm looking for info about 4-star accommodations, somewhere where they don't nickel-and-dime you for services like wifi.
system: There are 21 guesthouses and hotels in the area that are 4 stars and have free wifi. Do you have a preference for price range or location?
user: I would like one located in the east with a moderate price range.
system: There are 3 that fit your needs.  Do you need parking?
user: no, I don't care about that. Surprise me!
system: How about carolina bed and breakfast?
user: that's still fine. book for 1 night
system: I'll need to know when you will be arriving, how many nights your stay will be and for how many people.
user: It'll be for 5 people and 5 nights starting from wednesday please
system: It appears that carolina bed and breakfast is not available for 5 nights and 5 people on Wednesday. Would you like a different day or shorter stay?
user: Can you see if they are available for one night? I will need the reference number if available.
system: I was able to make a reservation for Wednesday night for 5 people. The reservation number is 4KJWHSTI. Can I help with anything else?
user: No, I think that's everything I need. Thank you for helping me.
system: You are welcome. Please let us know if we can help in the future."
519,526,519,You are looking for a place to stay. The hotel should be in the moderate price range and should be in the type of guesthouse. The hotel should include free wifi. Make sure you get phone number,You are looking for a place to stay. The hotel should be in the moderate price range and should be in the type of guesthouse. The hotel should include free wifi. Make sure you get phone number,"user: Good evening. Can you help me find a guesthouse to stay at for the weekend?
system: acorn guest house is in the north part of town and available, when would you like to stay?
user: Does it have free WiFi?
system: Yes, it does! It also has free parking.
user: Could I get the phone number for them.
system: Phone number is 01223353888.
user: Thanks. Oh, I forgot to ask, is that in the moderate price range?
system: The Acorn guesthouse is in the moderate range. Would you like to book a room?
user: No, I'll have to think about it. Thanks though. Bye!
system: You're quite welcome. Thanks for contacting the Cambridge TownInfo Centre and have a great day!"
520,527,520,You are looking for a place to stay. The hotel should be in the south and should include free wifi. The hotel should have a star of 4 and should be in the cheap price range. Once you find the hotel you want to book it for 5 people and 3 nights starting from thursday. Make sure you get the reference number,You are looking for a place to stay. The hotel should be in the south and should include free wifi. The hotel should have a star of 4 and should be in the cheap price range. Once you find the hotel you want to book it for 5 people and 3 nights starting from thursday. Make sure you get the reference number,"user: I need a hotel in the south with free wifi.
system: I have a cheap guesthouse, 2 moderately priced guesthouses, and 1 expensive hotel - do you have a preference?
user: Can you tell me if the cheap one has a star rating? 
system: Yes, that would be Rosa's Bed and Breakfast. It has a 4-star rating and offers free wifi and parking. Would you like me to book you a room? 
user: Yes, please book a room for 5 people.
system: What day and how long should I book this for?
user: Please book it on Thursday, for 5 people, and 3 days.
system: Your booking was successful. Reference numbr is Y113FEV7. Can I assist you with anything else today?
user: That will be all, thank you.
system: You're welcome. Enjoy your time in Cambridge!"
521,528,521,You are looking for a place to stay. The hotel should be in the south and should be in the expensive price range. The hotel should include free parking. Once you find the hotel you want to book it for 4 people and 3 nights starting from thursday. Make sure you get the reference number,You are looking for a place to stay. The hotel should be in the south and should be in the expensive price range. The hotel should include free parking. Once you find the hotel you want to book it for 4 people and 3 nights starting from thursday. Make sure you get the reference number,"user: I'm looking for an expensive hotel in the south to stay in.
system: I have one hotel that meets that criteria. It has 3 stars and offers free wifi and parking. This would be the Lensfield Hotel. Can I book you a room?
user: Yes, please book me a room.
system: When will you be arriving and how many nights would you like to stay? How many people are in your party?
user: Can you book the hotel for 4 people, 3 nights on Thursday? 
system: your booking was successful. your reference number is JCVMJBRZ.
user: Thanks for your help. That's all I needed.
system: Wonderful.  Have a great day.  Bye."
522,529,522,You are looking for a place to stay. The hotel should include free parking and should be in the type of hotel. The hotel should have a star of 4. Make sure you get postcode,You are looking for a place to stay. The hotel should include free parking and should be in the type of hotel. The hotel should have a star of 4. Make sure you get postcode,"user: Yes I am looking for a hotel to stay at with free parking please
system: I have a variety of options located all over town. Would you have a preference on the area or maybe a certain price range you prefer? 
user: No, I really only care that it is 4 stars and an actual hotel.
system: Would you care to try the Huntingdon Marriott?
user: Perhaps. What's their postcode?
system: The postcode fot eh Huntingdon Marriott Hotel is pe296fl. Would you like for any other information?
user: As long as the Huntingdon Marriott has 4 stars, I'm good to go, thanks.
system: Indeed it does. Enjoy your stay."
523,530,523,You are looking for a particular hotel. Its name is called home from home. Once you find the hotel you want to book it for 8 people and 4 nights starting from monday. If the booking fails how about 1 nights. Make sure you get the reference number,You are looking for a particular hotel. Its name is called home from home. Once you find the hotel you want to book it for 8 people and 4 nights starting from monday. If the booking fails how about 1 nights. Make sure you get the reference number,"user: Hi.  Is there a hotel named Home from Home?  I think I have heard of that.
system: Home from Home is a 4 star guesthouse on the north side. 
user: All right, could you book a room for me? There will be 8 people for 4 nights, arriving Monday. 
system: I'm afraid they can't handle that booking. Perhaps another day or a shorter stay?
user: Sure. I could stay for 1 night.
system: I was able to book for one night. The reference number is MCS16KSP. Is there anything else I can help you with?
user: No, that's all I need. Thanks for your help!
system: You're welcome. Enjoy your visit!"
524,531,524,"You are looking for a place to stay. The hotel should be in the type of hotel and should include free wifi. The hotel should be in the expensive price range and should be in the south. Make sure you get star of the hotel, address, and phone number","You are looking for a place to stay. The hotel should be in the type of hotel and should include free wifi. The hotel should be in the expensive price range and should be in the south. Make sure you get star of the hotel, address, and phone number","user: Can you help me find a place to stay? I would like to stay in a hotel that includes free wifi.
system: Yes, we have 9 hotels that have free wifi. Do you have a preference for area of town or price range? 
user: I'd like south and expensive please. 
system: How about The Lensfield Hotel? Would you also like to make a booking?
user: Could you please tell me the star rating? I also need the address and phone number please.
system: Sure.  It's a 3 star hotel.  The address is 53-57 Lensfield Road and the phone number is 01223355017.  Anything else?
user: No that's all. Thanks.
system: Have a great day"
525,532,525,"You are looking for a hotel. The hotel should have a star of 3 and should be in the south. The hotel should be in the cheap price range. If there is no such hotel, how about one that is in the expensive price range. Make sure you get hotel type","You are looking for a hotel. The hotel should have a star of 3 and should be in the south. The hotel should be in the cheap price range. If there is no such hotel, how about one that is in the expensive price range. Make sure you get hotel type","user: I am looking for a 3 star hotel on the south side of town please.
system: The Lensfield Hotel is available if you would like to book there just let me know.
user: Is it in the cheap price range?
system: I can get you into the bridge Guest House. It is rated with three stars and has both internet and parking amenitites.
user: Is that in the cheap price range?
system: Unfortunately no. Would you be willing to expand your price range? 
user: Sure, how about one in the expensive range?
system: Certainly I have the Lensfield Hotel and it is considered expensive. Shall I book that for you?
user: Can you tell me what type of accommodation this is?
system: The type of hotel is a regular hotel that is rated 3 stars and has both free parking and internet connectivity amenities. Could I help you with booking?
user: Yes please. I need to book a room for three days starting on tuesday.
system: How many people am I making the reservation for?
user: Make a reservation for one.
system: Just to verify, you wanted a room at the Lensfield Hotel for Tuesday with one guest and a 3 night stay? Is that correct? 
user: Actually nevermind, I don't need to make a reservation right now. Thanks anyway. 
system: Alright, is there anything else I can do for you today?
user: No, that's all I need. Thank you!
system: Very well, have a great day and feel free to call us back when you are ready to book."
526,533,526,You are looking for a place to stay. The hotel should have a star of 4 and should be in the cheap price range. The hotel should include free parking. Once you find the hotel you want to book it for 2 people and 5 nights starting from tuesday. Make sure you get the reference number,You are looking for a place to stay. The hotel should have a star of 4 and should be in the cheap price range. The hotel should include free parking. Once you find the hotel you want to book it for 2 people and 5 nights starting from tuesday. Make sure you get the reference number,"user: Aloha! Can you help me find a hotel, please?
system: I would be happy to help you. What area are you interested in?
user: I'm not sure but I'm looking for something in the cheap price rating with 4 stars.
system: I have 7 guesthouse and 1 hotel matching your inquiry. Would you like a certain area or price range?
user: I need free parking.
system: It's looking like they all offer both free parking and Wifi. Would you prefer to stay in a particular area of the city?
user: I would like you to book me into the hotel for tuesday for 5 nights and 2 people.
system: You have a reservation at Autumn House, located at 710 newmarket road.  Reference number BFT509GX.  Can I help you with anything else today?
user: Not that is it thank you.
system: Thank you, enjoy your stay. Bye."
527,534,527,You are looking for a place to stay. The hotel should have a star of 4 and should be in the type of guesthouse. The hotel should be in the moderate price range. Once you find the hotel you want to book it for 7 people and 5 nights starting from tuesday. Make sure you get the reference number,You are looking for a place to stay. The hotel should have a star of 4 and should be in the type of guesthouse. The hotel should be in the moderate price range. Once you find the hotel you want to book it for 7 people and 5 nights starting from tuesday. Make sure you get the reference number,"user: I'm looking for a place to stay. I would like for it to be a 4 star guesthouse.
system: I actually have many 4-star guesthouses in town. Is there a certain area that interests you?
user: No, just moderate price range.
system: Trying to narrow this down do you need free parking or free wifi?
user: No, that doesn't matter.
system: I'd recommend that Avalon, as it fulfills your needs. It's located at 62 Gilbert Road cb43pd and the phone number is 01223353071. Would you like more information?
user: Let's go ahead and make a reservation. I'll be arriving Tuesday and would like to stay 5 nights. There will be 7 people in my group. 
system: Booked! Reference number is: DR0ZGF0P
user: Thank you for the help. Have a nice day.
system: Thank you. You, too!"
528,535,528,You are looking for a particular hotel. Its name is called city centre north b and b. Once you find the hotel you want to book it for 4 people and 2 nights starting from monday. Make sure you get the reference number,You are looking for a particular hotel. Its name is called city centre north b and b. Once you find the hotel you want to book it for 4 people and 2 nights starting from monday. Make sure you get the reference number,"user: A friend recommended the City Centre North B&B. Could you help me find it?
system: They are at 328a histon road postcod cb43ht, and their phone number is 01223312843
user: Thank you! Can you book that for me? 
system: I sure can. What day would you need the room and how long do you plan on staying?
user: I need it for 2 nights, starting on Monday.
system: May I ask how many will be in your party?
user: There will be 4 of us. Thanks.
system: Your reservation is complete, 4 people for 2 nights at City Centre north B&B, reference 0FVDQUN1. Can I help you with anything else? 
user: That's all. Thank you!
system: Enjoy your stay!"
529,536,529,You are looking for a place to stay. The hotel should be in the type of guesthouse and should include free wifi. The hotel should have a star of 4 and should be in the east. Once you find the hotel you want to book it for 2 people and 4 nights starting from monday. Make sure you get the reference number,You are looking for a place to stay. The hotel should be in the type of guesthouse and should include free wifi. The hotel should have a star of 4 and should be in the east. Once you find the hotel you want to book it for 2 people and 4 nights starting from monday. Make sure you get the reference number,"user: I'm coming to town for an overdue visit with my relatives. Can you help me find a place to stay?
system: I can definitely help with that. Are you leaning toward a guesthouse or hotel?
user: I prefer a guesthouse with free WiFi.
system: Acorn Guest House is available.
user: I really want to stay in the east and be 4-star rated. Does the Acorn fit that?
system: Sorry, it doesn't. However there are 6 guesthouses that do. Would you prefer something cheap?
user: The price range doesn't matter. I need to book a room for Monday.
system: Could you tell me how many nights are you wanting to stay, and with how many people, so I can see what is available?
user: 2 people, for 4 nights.
system: I was able to book the Allenbell for 2 people for 4 nights. Would that work for you?
user: Yes, thank you! What is the reference number?
system: Your reference number is KT4UG66C.
user: Thanks so much.  I am all set.  Bye.
system: Awesome. Please enjoy your stay. Goodbye."
530,537,530,"You are looking for a place to stay. The hotel should be in the expensive price range and doesn't need to have free parking. The hotel should include free wifi. If there is no such hotel, how about one that has free parking. Once you find the hotel you want to book it for 5 people and 3 nights starting from sunday. Make sure you get the reference number","You are looking for a place to stay. The hotel should be in the expensive price range and doesn't need to have free parking. The hotel should include free wifi. If there is no such hotel, how about one that has free parking. Once you find the hotel you want to book it for 5 people and 3 nights starting from sunday. Make sure you get the reference number","user: I am looking for a hotel ti stay in the expensive range. It does not have to be free parking.
system: I have about 5 different expensive hotels. Do you prefer a certain area of town?
user: No. But it should have free wifi.
system: All 5 of the expensive hotels in have free wifi. Are you looking for any star rating, to help narrow the search?
user: I don't care about the number of stars. If you don't have one without parking, I'll take one with parking. Choose the best one, please.
system: I hear the Huntingdon Marriott Hotel is nice.  Would you like to try booking there?
user: Yes. There will be 5 of us staying for 3 nights, arriving on Sunday. I sure hope Cambridge is nice this time of year.
system: Sorry, that's not available. Could you pick another day, time, or stay length?
user: Is there another hotel available that will accommodate my stay? 
system: There is gonville hotel. Would you like to try that one? 
user: Sure. Same parameters, please.
system: Nope, sorry, unsuccessful. Would you like to try the lensfield hotel?
user: Sure, see if that works
system: Sorry, the Lensfield booking was unavailable, as well. May I help find something else?
user: Are you sure there is nothing available? Will you double check? 
system: Good news. I checked again at the Huntingdon Marriott, and they were able to accommodate your party. Your reference number is 1H7F4GBJ.
user: Okay, thank you, that is all I need today.
system: Glad to help.  Bye."
531,538,531,You are looking for a particular hotel. Its name is called a and b guest house. Once you find the hotel you want to book it for 7 people and 3 nights starting from thursday. Make sure you get the reference number,You are looking for a particular hotel. Its name is called a and b guest house. Once you find the hotel you want to book it for 7 people and 3 nights starting from thursday. Make sure you get the reference number,"user: I need some information on the A and B Guest House.
system: the a and b guest house is a 4 star hotel with free wifi. it is in the east part of town.
user: Thank you, I need to book for 7 people and 3 nights starting on thursday.  Can they set that up for me.
system: Booking was successful. Reference number is : FBDR5BNR.
user: So you need to arrive on Thursday after 11:00 am to check-in.
system: That is correct. Anything else I can do for you?
user: That's it for now!  Thank you so much.
system: Thank you for using our services.  Please let us know if there's anything else we can do for you."
532,539,532,You are looking for a place to stay. The hotel should include free parking and should be in the east. The hotel should be in the cheap price range and should be in the type of guesthouse. Once you find the hotel you want to book it for 1 people and 3 nights starting from thursday. Make sure you get the reference number,You are looking for a place to stay. The hotel should include free parking and should be in the east. The hotel should be in the cheap price range and should be in the type of guesthouse. Once you find the hotel you want to book it for 1 people and 3 nights starting from thursday. Make sure you get the reference number,"user: Is there a place on the east side of town with free parking?
system: There are 6 hotels on the east side with free parking. Do you have a price preference?
user: I'd like it to be somewhere that's really cheap, and I'd really prefer a guesthouse if one is available.
system: How about the Autumn House, it is a guesthouse that is cheap in the east?
user: Yes, please make a reservation for 1 person, 3 nights, starting from Thursday.
system: I have made your reservation at the Autumn House. Your reference number is HWVZ52NK. Is there anything else I can help you with?
user: That's all, thanks.
system: All right, Enjoy your stay in Cambridge!"
533,540,533,You are looking for a place to stay. The hotel should be in the east and should be in the cheap price range. The hotel should include free parking. Once you find the hotel you want to book it for 6 people and 4 nights starting from thursday. Make sure you get the reference number,You are looking for a place to stay. The hotel should be in the east and should be in the cheap price range. The hotel should include free parking. Once you find the hotel you want to book it for 6 people and 4 nights starting from thursday. Make sure you get the reference number,"user: Hi, I am looking for a cheap place to stay in the east.  Can you help me?
system: There are 3 guesthouses in the cheap price range in the east part of town. Would you like to book one?
user: Do any of those include free parking?
system: Yes, all of them do. 
user: I would need a hotel for 6 people, starting from Thursday and lasting 4 nights. Is there anything available?
system: Allenbell is available and fits all of your requirements. I have made a reservation for you. Your reference number is DQOL6QE5.
user: Great, that's all I need today. Thank you!
system: You are welcome.  Have a nice stay.  Bye."
534,541,534,You are looking for a particular hotel. Its name is called university arms hotel. Once you find the hotel you want to book it for 1 people and 3 nights starting from sunday. If the booking fails how about 2 nights. Make sure you get the reference number,You are looking for a particular hotel. Its name is called university arms hotel. Once you find the hotel you want to book it for 1 people and 3 nights starting from sunday. If the booking fails how about 2 nights. Make sure you get the reference number,"user: Do you have any information on the University Arms Hotel? I've heard it's a nice place.
system: I sure do. The University Arms hotel is a more expensive hotel in the centre of town. It has 4 stars and includes free wifi and free parking.
user: I need a room for one person starting sunday for 3 nights
system: Unfortunately, they don't have availability for that day and length of stay. Would you like to stay on another day or shorten the stay? 
user: All right, what about 2 nights?
system: Booking was successful for 2 nights on Sunday for 1. Your reference number is YK9Z9AKE. Is there anything more I can assist you with? 
user: No, that's all I need. Thanks for your help!
system: Thank you for booking with us and have a great day."
535,542,535,"You are looking for a place to stay. The hotel should be in the type of guesthouse and should include free parking. The hotel should have a star of 2. If there is no such hotel, how about one that has a star of 4. Once you find the hotel you want to book it for 8 people and 5 nights starting from saturday. Make sure you get the reference number","You are looking for a place to stay. The hotel should be in the type of guesthouse and should include free parking. The hotel should have a star of 2. If there is no such hotel, how about one that has a star of 4. Once you find the hotel you want to book it for 8 people and 5 nights starting from saturday. Make sure you get the reference number","user: Can you find me a guesthouse with free parking?
system: I certainly can look for that for you. It looks like I have several. Do you prefer a certain price range?
user: No, but I'm looking for something with at least two stars.
system: Sorry, we don't have anything that matches the options that you've selected. Would you like to search for a different option?
user: Do you have a hotel that is four stars then?
system: We have several!  Do you wish to stay in a certain part of town?
user: The location doesn't matter, but I would prefer a guesthouse if possible.
system: I would recommend the Acorn Guest House then. It has 4 stars, free wifi, free parking and is moderately priced. Would you like to book a room?
user: Yes please. There are 8 of us and we'll be arriving on Saturday.
system: Can you please give me how many days you will be staying?
user: I'll be staying for 5 nights.
system: I have you book for that time, the reference code is UA3N0Q3R.
user: I'm happy and relieved. That's everything. Thank you so much for your help.
system: I am glad, have a great day. Good Bye."
536,543,536,You are looking for a place to stay. The hotel should be in the moderate price range and should include free wifi. The hotel should have a star of 2. Once you find the hotel you want to book it for 7 people and 5 nights starting from friday. Make sure you get the reference number,You are looking for a place to stay. The hotel should be in the moderate price range and should include free wifi. The hotel should have a star of 2. Once you find the hotel you want to book it for 7 people and 5 nights starting from friday. Make sure you get the reference number,"user: Hi, can you help me find a place to stay? Something moderately priced with free wifi. 
system: I have 17 guesthouses and hotels that fit your criteria, do you have a preference for area? 
user: Not really, but I'm looking for something with 2 stars.
system: The ashley hotel and the lovell lodge are both in the north and are in the moderate price range with 2 stars.
user: Will you book it for a party of 7. 5 days beginning Friday.
system: Booking at the Ashley Hotel was successful. Reference number is : VFGG7DOD. Is there anything else I can help you with?
user: That's great. No I don't need anything else, thank you. 
system: Glad we could help you."
537,544,537,You are looking for a particular hotel. Its name is called cityroomz. Once you find the hotel you want to book it for 6 people and 4 nights starting from tuesday. Make sure you get the reference number,You are looking for a particular hotel. Its name is called cityroomz. Once you find the hotel you want to book it for 6 people and 4 nights starting from tuesday. Make sure you get the reference number,"user: Can you look up a hotel called Cityroomz?
system: Certainly. I have the listing here. What do you need to know?
user: I need to make a reservation for 4 nights starting from Tuesday, for 6 people.
system: Your reservation is set, reference number is UXVWQEL9. Is there anything else I can help you with today?
user: No, that's it. Bye now!
system: Thanks for contacting the Cambridge TownInfo Centre and have a great day!"
538,545,538,You are looking for a place to stay. The hotel should include free parking and should have a star of 2. The hotel should be in the moderate price range and should include free wifi. Make sure you get address,You are looking for a place to stay. The hotel should include free parking and should have a star of 2. The hotel should be in the moderate price range and should include free wifi. Make sure you get address,"user: I am looking for a place to stay. I need a 2 star hotel with free parking.
system: Do you prefer the north or east side of town?
user: No preference there. But I""d like it to be in the moderate range please
system: How about the Ashley hotel?
user: Does the Ashley hotel include free wifi?
system: Yes, the ashley hotel has both free internet and parking. 
user: Sure, sounds good. What's the address?
system: The address is 74 chesterton road, postcode cb41er. Do you need more information?
user: Great, that's all I needed. Thanks
system: Thank you for using our services."
539,546,539,"You are looking for a place to stay. The hotel should be in the moderate price range and should include free wifi. The hotel should be in the type of guesthouse and should be in the centre. If there is no such hotel, how about one that is in the cheap price range. Once you find the hotel you want to book it for 4 people and 5 nights starting from thursday. Make sure you get the reference number","You are looking for a place to stay. The hotel should be in the moderate price range and should include free wifi. The hotel should be in the type of guesthouse and should be in the centre. If there is no such hotel, how about one that is in the cheap price range. Once you find the hotel you want to book it for 4 people and 5 nights starting from thursday. Make sure you get the reference number","user: Hi, I'm looking for a hotel with free wifi that is moderately priced.
system: We offer three locations with those criteria. Any preference on area?
user: I would like to stay at a guesthouse in the centre please
system: I apologize, but we don't have a guesthouse that fits your criteria. Would you like to try a hotel?
user: Hmm, well that isn't good. Oh well, how about trying if there is a guesthouse that's cheap then. I suppose it will have to do. 
system: The Alexander Bed and Breakfast is a cheap guesthouse in that area, it has 4 stars and offers free wifi. Can I book this for you?
user: Yes, please, for four people on Thursday.
system: How many nights do you need?
user: I need five nights. And I need the reference number, please.
system: I was able to book the Alexander B&B for you for 4 people and 5 nights starting on Thursday. The reference number is 1KWO2DAQ.
user: Thank you that will do, cheers.
system: Cheers. Have a great day."
540,547,540,You are looking for a place to stay. The hotel should be in the type of guesthouse and should be in the cheap price range. The hotel should have a star of 4 and should include free wifi. Make sure you get address and phone number,You are looking for a place to stay. The hotel should be in the type of guesthouse and should be in the cheap price range. The hotel should have a star of 4 and should include free wifi. Make sure you get address and phone number,"user: Hello. I am needing some help finding a cheap room. 
system: I can absolutely help with that. Do you have any additional preferences?
user: Yes, I would like it to be a guesthouse and I need free wifi!
system: I see a few choices here. Do you have any other requirements?
user: How about something that is 4-star rated? 
system: There are 7 gueshouses that meet your requirements. Is there an area of town that you prefer? 
user: Not really.  Anywhere will do. 
system: Would you like me to make a booking for you.
user: No, that's not needed. Just give me the name address and phone number of one of these hotels.
system: Can I recommend autumn house located at 710 newmarket road, the phone number is 01223575122.
user: awesome, thanks for assistance!
system: always there for help, enjoy your stay!"
541,548,541,You are looking for a place to stay. The hotel should have a star of 2 and should include free parking. The hotel should include free wifi and should be in the type of hotel. Once you find the hotel you want to book it for 2 people and 3 nights starting from wednesday. Make sure you get the reference number,You are looking for a place to stay. The hotel should have a star of 2 and should include free parking. The hotel should include free wifi and should be in the type of hotel. Once you find the hotel you want to book it for 2 people and 3 nights starting from wednesday. Make sure you get the reference number,"user: Can you give me any info on whether you have any 2-star hotel or guesthouses somewhere in town?
system: Yes, there are three! How about Ashley Hotel?
user: Does it have free wifi and free parking?
system: Yes, the Ashley offers both free wifi and free parking. Would you like to make a reservation?
user: Yes, make a reservation for 2 for 3 nights starting Wednesday. 
system: That booking was unsuccessful. Would you like to try a different day, or a different length of stay?
user: How about trying another 2-star hotel with free wifi and free parking?
system: Would you like to try Express by Holiday Inn or Lovell Lodge?
user: Yes, the Express is fine. I need it for 2 people and for 3 nights starting Wednesday. I need the reference number, please.
system: Booking was unsuccessful. Do you want to change the preferences?
user: Let me look over my notes quick.  I need a hotel, not a guestroom, with 2 stars.  Free Parking & WiFi.  3 nights starting Wednesday, 2 people.
system: We have three, what area of town would you like?
user: Area doesn't matter. Just book me one and hand me the reference number.
system: Alright, you have a reservation at the ashley hotel. The reference number is O1T3GRKQ. Can I help you find anything else?
user: No, that will be all. Thank you 
system: Have a pleasant stay.  Good bye."
542,549,542,You are looking for a particular hotel. Its name is called arbury lodge guesthouse. Once you find the hotel you want to book it for 3 people and 3 nights starting from tuesday. Make sure you get the reference number,You are looking for a particular hotel. Its name is called arbury lodge guesthouse. Once you find the hotel you want to book it for 3 people and 3 nights starting from tuesday. Make sure you get the reference number,"user: I'm looking for more information on arbury lodge guesthouse.
system: The arbury lodge guesthouse is a 4 star hotel in the north area at a moderate price range and includes internet and parking. Would you like me to book it?
user: Yes, please. For 3 people, 3 nights starting on tuesday.
system: Your booking was successful. The Reference number is : 4HWMO5PZ.
user: Thanks, that's all. Good bye.
system: welcome again next time"
543,550,543,You are looking for a place to stay. The hotel should be in the type of guesthouse and should have a star of 4. The hotel should include free parking. Once you find the hotel you want to book it for 7 people and 4 nights starting from tuesday. Make sure you get the reference number,You are looking for a place to stay. The hotel should be in the type of guesthouse and should have a star of 4. The hotel should include free parking. Once you find the hotel you want to book it for 7 people and 4 nights starting from tuesday. Make sure you get the reference number,"user: Hi I am looking for a 4 star guesthouse.  Can you help me?
system: We found 5 guest houses for you, but I need to know your preferred area.
user: I don't really care about the area, but I would like it to have free parking.
system: I could recommend the allenbell. It is priced cheap and has 4 stars.
user: Sounds good, I need rooms for 7 people for 4 nights starting Tuesday.
system: I have booked the allenbell for you starting on Tuesday for 4 nights for 7 people. Your reference number is IX0QVRB4. Is there anything else I may assist with?
user: No thank you, that is everything.
system: Thank you for using our system today!"
